	author	cell type	data	gse	paper	path fastq R1	path fastq R2	protocol short	rep	series	source	species	stage	title	treatment	technical_rep	running_mode
10	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551559_HIC010/SRR1658581_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551559_HIC010/SRR1658581_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551559	B-lymphoblastoids	Homo-sapiens	NA	HIC010	NA	1	Rao
11	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551560_HIC011/SRR1658582_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551560_HIC011/SRR1658582_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551560	B-lymphoblastoids	Homo-sapiens	NA	HIC011	NA	1	Rao
12	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551561_HIC012/SRR1658583_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551561_HIC012/SRR1658583_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551561	B-lymphoblastoids	Homo-sapiens	NA	HIC012	NA	1	Rao
13	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551562_HIC013/SRR1658584_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551562_HIC013/SRR1658584_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551562	B-lymphoblastoids	Homo-sapiens	NA	HIC013	NA	1	Rao
14	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551563_HIC014/SRR1658585_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551563_HIC014/SRR1658585_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551563	B-lymphoblastoids	Homo-sapiens	NA	HIC014	NA	1	Rao
15	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551563_HIC014/SRR1658586_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551563_HIC014/SRR1658586_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551563	B-lymphoblastoids	Homo-sapiens	NA	HIC014	NA	1	Rao
16	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551564_HIC015/SRR1658587_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551564_HIC015/SRR1658587_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551564	B-lymphoblastoids	Homo-sapiens	NA	HIC015	NA	1	Rao
17	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551565_HIC016/SRR1658588_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551565_HIC016/SRR1658588_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551565	B-lymphoblastoids	Homo-sapiens	NA	HIC016	NA	1	Rao
18	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551566_HIC017/SRR1658589_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551566_HIC017/SRR1658589_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551566	B-lymphoblastoids	Homo-sapiens	NA	HIC017	NA	1	Rao
19	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551567_HIC018/SRR1658590_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551567_HIC018/SRR1658590_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551567	B-lymphoblastoids	Homo-sapiens	NA	HIC018	NA	1	Rao
20	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551568_HIC019/SRR1658591_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551568_HIC019/SRR1658591_pass_1.fastq.gz	tethered-in-situ-Hi-C	NA	GSM1551568	B-lymphoblastoids	Homo-sapiens	NA	HIC019	NA	1	Rao
21	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551571_HIC022/SRR1658594_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551571_HIC022/SRR1658594_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551571	B-lymphoblastoids	Homo-sapiens	NA	HIC022	NA	1	Rao
22	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551571_HIC022/SRR1658595_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551571_HIC022/SRR1658595_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551571	B-lymphoblastoids	Homo-sapiens	NA	HIC022	NA	1	Rao
23	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551572_HIC023/SRR1658596_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551572_HIC023/SRR1658596_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551572	B-lymphoblastoids	Homo-sapiens	NA	HIC023	NA	1	Rao
24	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551573_HIC024/SRR1658598_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551573_HIC024/SRR1658598_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551573	B-lymphoblastoids	Homo-sapiens	NA	HIC024	NA	1	Rao
25	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551574_HIC025/SRR1658599_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551574_HIC025/SRR1658599_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551574	B-lymphoblastoids	Homo-sapiens	NA	HIC025	NA	1	Rao
26	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551577_HIC028/SRR1658602_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551577_HIC028/SRR1658602_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551577	B-lymphoblastoids	Homo-sapiens	NA	HIC028	NA	1	Rao
27	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551578_HIC029/SRR1658603_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551578_HIC029/SRR1658603_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551578	B-lymphoblastoids	Homo-sapiens	NA	HIC029	NA	1	Rao
28	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551579_HIC030/SRR1658604_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551579_HIC030/SRR1658604_pass_1.fastq.gz	agar-in-situ-Hi-C	NA	GSM1551579	B-lymphoblastoids	Homo-sapiens	NA	HIC030	NA	1	Rao
29	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551580_HIC031/SRR1658605_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551580_HIC031/SRR1658605_pass_2.fastq.gz	agar-in-situ-Hi-C	NA	GSM1551580	B-lymphoblastoids	Homo-sapiens	NA	HIC031	NA	1	Rao
30	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551581_HIC032/SRR1658606_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551581_HIC032/SRR1658606_pass_2.fastq.gz	pellet-in-situ-Hi-C	NA	GSM1551581	B-lymphoblastoids	Homo-sapiens	NA	HIC032	NA	1	Rao
31	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551582_HIC033/SRR1658607_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551582_HIC033/SRR1658607_pass_2.fastq.gz	supernatant-Hi-C	NA	GSM1551582	B-lymphoblastoids	Homo-sapiens	NA	HIC033	NA	1	Rao
32	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658608_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658608_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
33	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658609_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658609_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
34	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658610_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658610_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
35	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658611_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658611_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
36	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658612_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658612_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
37	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658613_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658613_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
38	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658614_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658614_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
39	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658615_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658615_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
40	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658616_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658616_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
41	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658618_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658618_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
42	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658619_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658619_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
43	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658620_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658620_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
44	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658621_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658621_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
45	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658622_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658622_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
46	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658623_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658623_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
47	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658624_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551583_HIC034/SRR1658624_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551583	B-lymphoblastoids	Homo-sapiens	NA	HIC034	NA	1	Rao
48	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658625_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658625_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551584	B-lymphoblastoids	Homo-sapiens	NA	HIC035	NA	1	Rao
49	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658626_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658626_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551584	B-lymphoblastoids	Homo-sapiens	NA	HIC035	NA	1	Rao
50	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658627_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658627_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551584	B-lymphoblastoids	Homo-sapiens	NA	HIC035	NA	1	Rao
51	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658628_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658628_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551584	B-lymphoblastoids	Homo-sapiens	NA	HIC035	NA	1	Rao
52	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658630_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658630_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551584	B-lymphoblastoids	Homo-sapiens	NA	HIC035	NA	1	Rao
53	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658631_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551584_HIC035/SRR1658631_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551584	B-lymphoblastoids	Homo-sapiens	NA	HIC035	NA	1	Rao
54	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551585_HIC036/SRR1658632_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551585_HIC036/SRR1658632_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551585	B-lymphoblastoids	Homo-sapiens	NA	HIC036	NA	1	Rao
55	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551585_HIC036/SRR1658634_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551585_HIC036/SRR1658634_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551585	B-lymphoblastoids	Homo-sapiens	NA	HIC036	NA	1	Rao
56	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551585_HIC036/SRR1658635_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551585_HIC036/SRR1658635_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551585	B-lymphoblastoids	Homo-sapiens	NA	HIC036	NA	1	Rao
57	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658636_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658636_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551586	B-lymphoblastoids	Homo-sapiens	NA	HIC037	NA	1	Rao
58	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658637_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658637_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551586	B-lymphoblastoids	Homo-sapiens	NA	HIC037	NA	1	Rao
59	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658638_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658638_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551586	B-lymphoblastoids	Homo-sapiens	NA	HIC037	NA	1	Rao
60	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658639_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658639_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551586	B-lymphoblastoids	Homo-sapiens	NA	HIC037	NA	1	Rao
61	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658640_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658640_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551586	B-lymphoblastoids	Homo-sapiens	NA	HIC037	NA	1	Rao
62	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658641_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658641_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551586	B-lymphoblastoids	Homo-sapiens	NA	HIC037	NA	1	Rao
63	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658642_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551586_HIC037/SRR1658642_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551586	B-lymphoblastoids	Homo-sapiens	NA	HIC037	NA	1	Rao
64	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551587_HIC038/SRR1658644_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551587_HIC038/SRR1658644_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551587	B-lymphoblastoids	Homo-sapiens	NA	HIC038	NA	1	Rao
